scenario,method,quantity,horizon,datasets,defined_targets,available,finite_estimates,rmse,bias,covered,coverage,coverage_lower,coverage_upper,median_width,width_available,width_missing,empty_sets,unbounded,diagnostics_passed
weak,unadjusted,itt_d,1,100,100,100,100,0.05447189642375231,-0.004374999999999998,97,0.97,0.9154806357094724,0.9897454759759611,0.241434236696987,100,0,0,0,100
weak,unadjusted,itt_d,2,100,100,100,100,0.05447189642375231,-0.004374999999999998,97,0.97,0.9154806357094724,0.9897454759759611,0.241434236696987,100,0,0,0,100
weak,unadjusted,itt_d,3,100,100,100,100,0.05447189642375231,-0.004374999999999998,97,0.97,0.9154806357094724,0.9897454759759611,0.241434236696987,100,0,0,0,100
weak,unadjusted,itt_d,4,100,100,100,100,0.05447189642375231,-0.004374999999999998,97,0.97,0.9154806357094724,0.9897454759759611,0.241434236696987,100,0,0,0,100
weak,unadjusted,wald,1,100,100,100,96,,,96,0.96,0.9016292856411208,0.9843366960084523,inf,100,0,0,82,100
weak,unadjusted,wald,2,100,100,100,96,,,95,0.95,0.8882495307680808,0.9784563208456319,inf,100,0,0,82,100
weak,unadjusted,wald,3,100,100,100,96,,,98,0.98,0.929988209271456,0.9944980324498376,inf,100,0,0,82,100
weak,unadjusted,wald,4,100,100,100,96,,,98,0.98,0.929988209271456,0.9944980324498376,inf,100,0,0,82,100
weak,linear_ancova,itt_y,1,100,100,100,100,0.23199683385022107,0.019128842561681278,96,0.96,0.9016292856411208,0.9843366960084523,0.9765142219528697,100,0,0,0,100
weak,linear_ancova,itt_y,2,100,100,100,100,0.26985625349130987,0.043126195376774305,95,0.95,0.8882495307680808,0.9784563208456319,1.0694452406202513,100,0,0,0,100
weak,linear_ancova,itt_y,3,100,100,100,100,0.26604628960491783,0.034604534623063496,97,0.97,0.9154806357094724,0.9897454759759611,1.1909355855523507,100,0,0,0,100
weak,linear_ancova,itt_y,4,100,100,100,100,0.2962992280249414,0.04922754982138388,99,0.99,0.9455138038212946,0.9982325679358593,1.3004273793230707,100,0,0,0,100
weak,linear_ancova,itt_d,1,100,100,100,100,0.03795729478167862,-0.0025356857729040496,100,1.0,0.9630065017930143,1.0,0.18781935785922915,100,0,0,0,100
weak,linear_ancova,itt_d,2,100,100,100,100,0.03795729478167862,-0.0025356857729040496,100,1.0,0.9630065017930143,1.0,0.18781935785922915,100,0,0,0,100
weak,linear_ancova,itt_d,3,100,100,100,100,0.03795729478167862,-0.0025356857729040496,100,1.0,0.9630065017930143,1.0,0.18781935785922915,100,0,0,0,100
weak,linear_ancova,itt_d,4,100,100,100,100,0.03795729478167862,-0.0025356857729040496,100,1.0,0.9630065017930143,1.0,0.18781935785922915,100,0,0,0,100
weak,linear_ancova,wald,1,100,100,100,100,4.826147364391284,0.44931042554444917,95,0.95,0.8882495307680808,0.9784563208456319,inf,100,0,0,73,100
weak,linear_ancova,wald,2,100,100,100,100,10.627181174194968,1.1919578863573137,91,0.91,0.837737871472837,0.9519274599974348,inf,100,0,0,73,100
weak,linear_ancova,wald,3,100,100,100,100,14.111310292193965,1.5213040307518808,94,0.94,0.8752318455410406,0.9722138760368118,inf,100,0,0,73,100
weak,linear_ancova,wald,4,100,100,100,100,8.338921171112645,0.5302826003060642,94,0.94,0.8752318455410406,0.9722138760368118,inf,100,0,0,73,100
weak,spline_ancova,itt_y,1,100,100,100,100,0.23487091028886894,0.001761840345413013,97,0.97,0.9154806357094724,0.9897454759759611,0.9983322644935838,100,0,0,0,100
weak,spline_ancova,itt_y,2,100,100,100,100,0.2608635649153313,0.027941597566072413,96,0.96,0.9016292856411208,0.9843366960084523,1.0413647687115213,100,0,0,0,100
weak,spline_ancova,itt_y,3,100,100,100,100,0.2524028683667279,0.01116606618244846,98,0.98,0.929988209271456,0.9944980324498376,1.1059268952072991,100,0,0,0,100
weak,spline_ancova,itt_y,4,100,100,100,100,0.27011009287819826,0.0238273126007174,95,0.95,0.8882495307680808,0.9784563208456319,1.1471632493440866,100,0,0,0,100
weak,spline_ancova,itt_d,1,100,100,100,100,0.044584945380371,-0.0014719597771588227,97,0.97,0.9154806357094724,0.9897454759759611,0.19839815503967645,100,0,0,0,100
weak,spline_ancova,itt_d,2,100,100,100,100,0.044584945380371,-0.0014719597771588227,97,0.97,0.9154806357094724,0.9897454759759611,0.19839815503967645,100,0,0,0,100
weak,spline_ancova,itt_d,3,100,100,100,100,0.044584945380371,-0.0014719597771588227,97,0.97,0.9154806357094724,0.9897454759759611,0.19839815503967645,100,0,0,0,100
weak,spline_ancova,itt_d,4,100,100,100,100,0.044584945380371,-0.0014719597771588227,97,0.97,0.9154806357094724,0.9897454759759611,0.19839815503967645,100,0,0,0,100
weak,spline_ancova,wald,1,100,100,100,100,3.672882480544322,-0.3795699124231735,96,0.96,0.9016292856411208,0.9843366960084523,inf,100,0,0,72,100
weak,spline_ancova,wald,2,100,100,100,100,6.900433505722701,-0.4944881362846268,92,0.92,0.8500189229905127,0.9589065385156194,inf,100,0,0,72,100
weak,spline_ancova,wald,3,100,100,100,100,7.965629619179706,-0.5860172898334338,98,0.98,0.929988209271456,0.9944980324498376,inf,100,0,0,72,100
weak,spline_ancova,wald,4,100,100,100,100,7.343084183223476,0.6740574367073413,97,0.97,0.9154806357094724,0.9897454759759611,inf,100,0,0,72,100
weak,longbet_direct,itt_y,1,100,100,100,100,0.28089509554096764,0.013333153129672813,89,0.89,0.8136870349691969,0.9374580364293543,0.9781763468577476,100,0,0,0,97
weak,longbet_direct,itt_y,2,100,100,100,100,0.3036093035978942,0.03292859554029048,89,0.89,0.8136870349691969,0.9374580364293543,0.9817092518726709,100,0,0,0,96
weak,longbet_direct,itt_y,3,100,100,100,100,0.31909127894940775,0.027480391047753096,88,0.88,0.8018790057328857,0.9300059356298052,0.9788125394247305,100,0,0,0,95
weak,longbet_direct,itt_y,4,100,100,100,100,0.3592913696994996,0.04235675850486112,82,0.82,0.7333264161369926,0.8829977450105364,0.9810808076572148,100,0,0,0,95
weak,longbet_direct,itt_d,1,100,100,100,100,0.05648013797176619,-0.005942062375321201,76,0.76,0.6676766365018553,0.8330867444305122,0.13602427039596432,100,0,0,0,99
weak,longbet_direct,itt_d,2,100,100,100,100,0.0577564203742184,-0.005073420943893136,75,0.75,0.656955364519384,0.8245478863771232,0.13472946896474644,100,0,0,0,99
weak,longbet_direct,itt_d,3,100,100,100,100,0.05776665646164192,-0.005156092924710901,74,0.74,0.6462901055081282,0.8159530153525186,0.13436841532666516,100,0,0,0,99
weak,longbet_direct,itt_d,4,100,100,100,100,0.056821363357803446,-0.005954903648195833,75,0.75,0.656955364519384,0.8245478863771232,0.13672145576363984,100,0,0,0,100
weak,longbet_direct,wald,1,100,100,100,100,2.6254013490218684,-0.18780811403330666,99,0.99,0.9455138038212946,0.9982325679358593,41.97677337684475,100,0,0,0,99
weak,longbet_direct,wald,2,100,100,100,100,3.222661295718375,-0.6388614987788072,98,0.98,0.929988209271456,0.9944980324498376,38.859111489549136,100,0,0,0,98
weak,longbet_direct,wald,3,100,100,100,100,3.2454309952995275,-0.3170786439341672,99,0.99,0.9455138038212946,0.9982325679358593,36.917361367565235,100,0,0,0,98
weak,longbet_direct,wald,4,100,100,100,100,3.445909267118145,-0.3055798704411892,95,0.95,0.8882495307680808,0.9784563208456319,42.52288111795741,100,0,0,0,98
zero,unadjusted,itt_y,1,100,100,100,100,0.7501635020831409,0.10668252219584705,94,0.94,0.8752318455410406,0.9722138760368118,2.851537682362908,100,0,0,0,100
zero,unadjusted,itt_y,2,100,100,100,100,0.7846486011580844,0.09120467321789025,95,0.95,0.8882495307680808,0.9784563208456319,3.0624099192911802,100,0,0,0,100
zero,unadjusted,itt_y,3,100,100,100,100,0.8861562619393473,0.10579827709991207,95,0.95,0.8882495307680808,0.9784563208456319,3.292786850171935,100,0,0,0,100
zero,unadjusted,itt_y,4,100,100,100,100,0.9431248050964357,0.13936153027312367,94,0.94,0.8752318455410406,0.9722138760368118,3.494632980496457,100,0,0,0,100
zero,unadjusted,itt_d,1,100,100,100,100,0.05414101956926928,0.00475,98,0.98,0.929988209271456,0.9944980324498376,0.22257088683292953,100,0,0,0,100
zero,unadjusted,itt_d,2,100,100,100,100,0.05414101956926928,0.00475,98,0.98,0.929988209271456,0.9944980324498376,0.22257088683292953,100,0,0,0,100
zero,unadjusted,itt_d,3,100,100,100,100,0.05414101956926928,0.00475,98,0.98,0.929988209271456,0.9944980324498376,0.22257088683292953,100,0,0,0,100
zero,unadjusted,itt_d,4,100,100,100,100,0.05414101956926928,0.00475,98,0.98,0.929988209271456,0.9944980324498376,0.22257088683292953,100,0,0,0,100
zero,unadjusted,wald,1,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,unadjusted,wald,2,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,unadjusted,wald,3,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,unadjusted,wald,4,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,linear_ancova,itt_y,1,100,100,100,100,0.23336730607611375,0.01487673945724312,95,0.95,0.8882495307680808,0.9784563208456319,0.9571340850211835,100,0,0,0,100
zero,linear_ancova,itt_y,2,100,100,100,100,0.25575592788606316,-0.0038629186868274126,99,0.99,0.9455138038212946,0.9982325679358593,1.0526151151972765,100,0,0,0,100
zero,linear_ancova,itt_y,3,100,100,100,100,0.3306093071966492,0.0038701117252662788,95,0.95,0.8882495307680808,0.9784563208456319,1.1721692982696479,100,0,0,0,100
zero,linear_ancova,itt_y,4,100,100,100,100,0.32215450129770423,0.026069512346750274,97,0.97,0.9154806357094724,0.9897454759759611,1.280916357308334,100,0,0,0,100
zero,linear_ancova,itt_d,1,100,100,100,100,0.04041421894839665,-0.0009610398660012765,97,0.97,0.9154806357094724,0.9897454759759611,0.17779366972558291,100,0,0,0,100
zero,linear_ancova,itt_d,2,100,100,100,100,0.04041421894839665,-0.0009610398660012765,97,0.97,0.9154806357094724,0.9897454759759611,0.17779366972558291,100,0,0,0,100
zero,linear_ancova,itt_d,3,100,100,100,100,0.04041421894839665,-0.0009610398660012765,97,0.97,0.9154806357094724,0.9897454759759611,0.17779366972558291,100,0,0,0,100
zero,linear_ancova,itt_d,4,100,100,100,100,0.04041421894839665,-0.0009610398660012765,97,0.97,0.9154806357094724,0.9897454759759611,0.17779366972558291,100,0,0,0,100
zero,linear_ancova,wald,1,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,linear_ancova,wald,2,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,linear_ancova,wald,3,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,linear_ancova,wald,4,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,spline_ancova,itt_y,1,100,100,100,100,0.2518916435929884,0.008619497964663278,97,0.97,0.9154806357094724,0.9897454759759611,0.9744680791505583,100,0,0,0,100
zero,spline_ancova,itt_y,2,100,100,100,100,0.2601176888508892,0.0039760427796288016,99,0.99,0.9455138038212946,0.9982325679358593,1.034664420482152,100,0,0,0,100
zero,spline_ancova,itt_y,3,100,100,100,100,0.3028869586435676,-0.0035207423898107625,93,0.93,0.8625048526092651,0.9656807389327273,1.0699901375532455,100,0,0,0,100
zero,spline_ancova,itt_y,4,100,100,100,100,0.30065540437049976,0.011413873033281815,93,0.93,0.8625048526092651,0.9656807389327273,1.1308058881898835,100,0,0,0,100
zero,spline_ancova,itt_d,1,100,100,100,100,0.04625963523223018,0.002590913363352624,98,0.98,0.929988209271456,0.9944980324498376,0.186924704796407,100,0,0,0,100
zero,spline_ancova,itt_d,2,100,100,100,100,0.04625963523223018,0.002590913363352624,98,0.98,0.929988209271456,0.9944980324498376,0.186924704796407,100,0,0,0,100
zero,spline_ancova,itt_d,3,100,100,100,100,0.04625963523223018,0.002590913363352624,98,0.98,0.929988209271456,0.9944980324498376,0.186924704796407,100,0,0,0,100
zero,spline_ancova,itt_d,4,100,100,100,100,0.04625963523223018,0.002590913363352624,98,0.98,0.929988209271456,0.9944980324498376,0.186924704796407,100,0,0,0,100
zero,spline_ancova,wald,1,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,spline_ancova,wald,2,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,spline_ancova,wald,3,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,spline_ancova,wald,4,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,longbet_direct,itt_y,1,100,100,100,100,0.24786142804349148,0.02224425447926228,95,0.95,0.8882495307680808,0.9784563208456319,0.9584609902692354,100,0,0,0,97
zero,longbet_direct,itt_y,2,100,100,100,100,0.2630790476823514,0.0011302493006418097,93,0.93,0.8625048526092651,0.9656807389327273,0.9570209797545003,100,0,0,0,98
zero,longbet_direct,itt_y,3,100,100,100,100,0.3231166985795702,0.008574498527708481,88,0.88,0.8018790057328857,0.9300059356298052,0.9543537404580864,100,0,0,0,94
zero,longbet_direct,itt_y,4,100,100,100,100,0.327375534305696,0.03811286128784809,83,0.83,0.7445199523239887,0.8910643388594006,0.9576706900052778,100,0,0,0,95
zero,longbet_direct,itt_d,1,100,100,100,100,0.05095736106336312,0.00494783220237133,79,0.79,0.7002003116591013,0.858343459380847,0.1266111158877855,100,0,0,0,100
zero,longbet_direct,itt_d,2,100,100,100,100,0.05189971382318104,0.005217284005108027,76,0.76,0.6676766365018553,0.8330867444305122,0.12504805727039278,100,0,0,0,98
zero,longbet_direct,itt_d,3,100,100,100,100,0.052058301934044884,0.005080523327047737,76,0.76,0.6676766365018553,0.8330867444305122,0.12451872673380965,100,0,0,0,98
zero,longbet_direct,itt_d,4,100,100,100,100,0.05115502144637337,0.0051799328431483575,77,0.77,0.6784561697712622,0.8415673411969654,0.12655698541617008,100,0,0,0,99
zero,longbet_direct,wald,1,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,longbet_direct,wald,2,100,0,0,0,,,0,,,,,0,0,0,0,100
zero,longbet_direct,wald,3,100,0,0,0,,,0,,,,,0,0,0,0,99
zero,longbet_direct,wald,4,100,0,0,0,,,0,,,,,0,0,0,0,98
serial_heteroskedastic,unadjusted,itt_y,1,100,100,100,100,0.7521816799076169,0.1009660942647039,94,0.94,0.8752318455410406,0.9722138760368118,2.9859706840118303,100,0,0,0,100
serial_heteroskedastic,unadjusted,itt_y,2,100,100,100,100,0.8289662545713903,0.12226776481033795,94,0.94,0.8752318455410406,0.9722138760368118,3.2298927664532546,100,0,0,0,100
serial_heteroskedastic,unadjusted,itt_y,3,100,100,100,100,0.859026298024729,0.17219859272480453,94,0.94,0.8752318455410406,0.9722138760368118,3.4683669963083394,100,0,0,0,100
serial_heteroskedastic,unadjusted,itt_y,4,100,100,100,100,0.9222344262914407,0.17070422034668367,94,0.94,0.8752318455410406,0.9722138760368118,3.7144017111361785,100,0,0,0,100
serial_heteroskedastic,unadjusted,itt_d,1,100,100,100,100,0.04628377145393404,0.008624999999999945,99,0.99,0.9455138038212946,0.9982325679358593,0.2536497213277077,100,0,0,0,100
serial_heteroskedastic,unadjusted,itt_d,2,100,100,100,100,0.04628377145393404,0.008624999999999945,99,0.99,0.9455138038212946,0.9982325679358593,0.2536497213277077,100,0,0,0,100
serial_heteroskedastic,unadjusted,itt_d,3,100,100,100,100,0.04628377145393404,0.008624999999999945,99,0.99,0.9455138038212946,0.9982325679358593,0.2536497213277077,100,0,0,0,100
serial_heteroskedastic,unadjusted,itt_d,4,100,100,100,100,0.04628377145393404,0.008624999999999945,99,0.99,0.9455138038212946,0.9982325679358593,0.2536497213277077,100,0,0,0,100
serial_heteroskedastic,unadjusted,wald,1,100,100,100,100,1.1999104095130468,0.07305112311392932,94,0.94,0.8752318455410406,0.9722138760368118,4.657862975854705,100,0,0,0,100
serial_heteroskedastic,unadjusted,wald,2,100,100,100,100,1.314149141296489,0.09707632340638904,94,0.94,0.8752318455410406,0.9722138760368118,5.020872720434489,100,0,0,0,100
serial_heteroskedastic,unadjusted,wald,3,100,100,100,100,1.3324468028359022,0.18398459514227095,94,0.94,0.8752318455410406,0.9722138760368118,5.304623813461629,100,0,0,0,100
serial_heteroskedastic,unadjusted,wald,4,100,100,100,100,1.4337568089688484,0.17180295958412248,93,0.93,0.8625048526092651,0.9656807389327273,5.645585532187566,100,0,0,0,100
serial_heteroskedastic,linear_ancova,itt_y,1,100,100,100,100,0.1995265250646566,0.00025480071454701434,97,0.97,0.9154806357094724,0.9897454759759611,0.8823770092733809,100,0,0,0,100
serial_heteroskedastic,linear_ancova,itt_y,2,100,100,100,100,0.2469360638812781,0.011947123676625091,98,0.98,0.929988209271456,0.9944980324498376,1.1392949906108403,100,0,0,0,100
serial_heteroskedastic,linear_ancova,itt_y,3,100,100,100,100,0.2813257620291724,0.054403077766416674,97,0.97,0.9154806357094724,0.9897454759759611,1.3451088924498755,100,0,0,0,100
serial_heteroskedastic,linear_ancova,itt_y,4,100,100,100,100,0.3317197174597197,0.05368527490682848,97,0.97,0.9154806357094724,0.9897454759759611,1.498798007118339,100,0,0,0,100
serial_heteroskedastic,linear_ancova,itt_d,1,100,100,100,100,0.030814414645770335,0.004285026491985593,100,1.0,0.9630065017930143,1.0,0.19603087962540378,100,0,0,0,100
serial_heteroskedastic,linear_ancova,itt_d,2,100,100,100,100,0.030814414645770335,0.004285026491985593,100,1.0,0.9630065017930143,1.0,0.19603087962540378,100,0,0,0,100
serial_heteroskedastic,linear_ancova,itt_d,3,100,100,100,100,0.030814414645770335,0.004285026491985593,100,1.0,0.9630065017930143,1.0,0.19603087962540378,100,0,0,0,100
serial_heteroskedastic,linear_ancova,itt_d,4,100,100,100,100,0.030814414645770335,0.004285026491985593,100,1.0,0.9630065017930143,1.0,0.19603087962540378,100,0,0,0,100
serial_heteroskedastic,linear_ancova,wald,1,100,100,100,100,0.33978985427927205,-0.01825769842567293,94,0.94,0.8752318455410406,0.9722138760368118,1.3550989951459433,100,0,0,0,100
serial_heteroskedastic,linear_ancova,wald,2,100,100,100,100,0.3931166132855062,-0.0041297251875163,99,0.99,0.9455138038212946,0.9982325679358593,1.763197964738371,100,0,0,0,100
serial_heteroskedastic,linear_ancova,wald,3,100,100,100,100,0.4474450974861183,0.0698173185050457,98,0.98,0.929988209271456,0.9944980324498376,2.0810886747402293,100,0,0,0,100
serial_heteroskedastic,linear_ancova,wald,4,100,100,100,100,0.540774794459537,0.0661599218800999,98,0.98,0.929988209271456,0.9944980324498376,2.3419821990181884,100,0,0,0,100
serial_heteroskedastic,spline_ancova,itt_y,1,100,100,100,100,0.20921806556577857,-0.022899016440682363,97,0.97,0.9154806357094724,0.9897454759759611,0.8994085613193907,100,0,0,0,100
serial_heteroskedastic,spline_ancova,itt_y,2,100,100,100,100,0.2607464393070535,-0.014608182967697605,96,0.96,0.9016292856411208,0.9843366960084523,1.1059512516342276,100,0,0,0,100
serial_heteroskedastic,spline_ancova,itt_y,3,100,100,100,100,0.27763414029526673,0.020332600237496893,98,0.98,0.929988209271456,0.9944980324498376,1.249922313362311,100,0,0,0,100
serial_heteroskedastic,spline_ancova,itt_y,4,100,100,100,100,0.31180076166796256,0.019295639099024785,96,0.96,0.9016292856411208,0.9843366960084523,1.348643209710929,100,0,0,0,100
serial_heteroskedastic,spline_ancova,itt_d,1,100,100,100,100,0.03864235284689175,0.0009164082222682501,99,0.99,0.9455138038212946,0.9982325679358593,0.2071502098408884,100,0,0,0,100
serial_heteroskedastic,spline_ancova,itt_d,2,100,100,100,100,0.03864235284689175,0.0009164082222682501,99,0.99,0.9455138038212946,0.9982325679358593,0.2071502098408884,100,0,0,0,100
serial_heteroskedastic,spline_ancova,itt_d,3,100,100,100,100,0.03864235284689175,0.0009164082222682501,99,0.99,0.9455138038212946,0.9982325679358593,0.2071502098408884,100,0,0,0,100
serial_heteroskedastic,spline_ancova,itt_d,4,100,100,100,100,0.03864235284689175,0.0009164082222682501,99,0.99,0.9455138038212946,0.9982325679358593,0.2071502098408884,100,0,0,0,100
serial_heteroskedastic,spline_ancova,wald,1,100,100,100,100,0.33600100301938285,-0.04632514787313122,94,0.94,0.8752318455410406,0.9722138760368118,1.3369869632014928,100,0,0,0,100
serial_heteroskedastic,spline_ancova,wald,2,100,100,100,100,0.3826289676312782,-0.03839936291866385,96,0.96,0.9016292856411208,0.9843366960084523,1.6471062310997364,100,0,0,0,100
serial_heteroskedastic,spline_ancova,wald,3,100,100,100,100,0.4029419794547873,0.025629929164256406,97,0.97,0.9154806357094724,0.9897454759759611,1.820316972898282,100,0,0,0,100
serial_heteroskedastic,spline_ancova,wald,4,100,100,100,100,0.4534185378681834,0.022411045534977626,97,0.97,0.9154806357094724,0.9897454759759611,1.9455587513834547,100,0,0,0,100
serial_heteroskedastic,longbet_direct,itt_y,1,100,100,100,100,0.21651764811574337,0.01502812749296303,99,0.99,0.9455138038212946,0.9982325679358593,0.9544482695948578,100,0,0,0,100
serial_heteroskedastic,longbet_direct,itt_y,2,100,100,100,100,0.27530791050759873,0.032837943536936004,92,0.92,0.8500189229905127,0.9589065385156194,0.9566744411818999,100,0,0,0,100
serial_heteroskedastic,longbet_direct,itt_y,3,100,100,100,100,0.27910451252396645,0.08295937346746304,92,0.92,0.8500189229905127,0.9589065385156194,0.9564213618839741,100,0,0,0,100
serial_heteroskedastic,longbet_direct,itt_y,4,100,100,100,100,0.3165255657328534,0.0729093239437481,89,0.89,0.8136870349691969,0.9374580364293543,0.9552677125610554,100,0,0,0,100
serial_heteroskedastic,longbet_direct,itt_d,1,100,100,100,100,0.04402906146257486,0.0011875673735662411,93,0.93,0.8625048526092651,0.9656807389327273,0.14505832738822289,100,0,0,0,98
serial_heteroskedastic,longbet_direct,itt_d,2,100,100,100,100,0.04478309449255287,0.005801154625219578,90,0.9,0.8256343384950865,0.9447708629393249,0.14345611084481039,100,0,0,0,98
serial_heteroskedastic,longbet_direct,itt_d,3,100,100,100,100,0.04478929978933501,0.005767767020196079,89,0.89,0.8136870349691969,0.9374580364293543,0.1428432742380866,100,0,0,0,98
serial_heteroskedastic,longbet_direct,itt_d,4,100,100,100,100,0.04430256551006319,0.000944334551504753,93,0.93,0.8625048526092651,0.9656807389327273,0.1438759388794166,100,0,0,0,98
serial_heteroskedastic,longbet_direct,wald,1,100,100,100,100,0.32598691204468044,0.01820448031364942,100,1.0,0.9630065017930143,1.0,1.8517421341500433,100,0,0,0,100
serial_heteroskedastic,longbet_direct,wald,2,100,100,100,100,0.38702281121660376,0.020981783150739668,99,0.99,0.9455138038212946,0.9982325679358593,1.8888515408564788,100,0,0,0,100
serial_heteroskedastic,longbet_direct,wald,3,100,100,100,100,0.3995882756531956,0.11383272173250787,98,0.98,0.929988209271456,0.9944980324498376,1.9399476590642522,100,0,0,0,100
serial_heteroskedastic,longbet_direct,wald,4,100,100,100,100,0.4780244270843449,0.12274732638224918,97,0.97,0.9154806357094724,0.9897454759759611,1.993878007367204,100,0,0,0,100
